mp_id,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,formation_energy (eV/atom),energy_above_hull (eV/atom),band_gap (eV),A_site,B_site,X_site
mp-4816,La1 Ga1 S3,10.57888155,10.38992345,12.88081913,81.2740084,90.0,90.0,mono,P2_1/c,-1.68412874,0.0,2.2366,La,Ga,S
mp-20910,La1 Ge3 Ir1,4.447233155,4.447233477,5.950567292,111.9428407,111.9428412,90.00000202,tet,I4mm,-0.728472996,0.0,0.0,La,Ir,Ge
mp-1069898,La1 Ge3 Os1,5.984121876,5.984121876,5.984121876,136.3558094,136.3558094,63.43072536,tet,I4mm,-0.524466258,0.0,0.0,La,Os,Ge
mp-13123,La1 Ge3 Rh1,4.432189988,4.432189992,5.942181117,111.8725895,111.8725906,89.99589559,tet,I4mm,-0.761658058,0.0,0.0,La,Rh,Ge
mp-1068387,La1 Ge3 Ru1,5.962249337,5.962249337,5.962249337,136.3116692,136.3116692,63.49885603,tet,I4mm,-0.634081964,0.0,0.0,La,Ru,Ge
mp-756166,La1 Ho1 O3,5.883519,6.075524,8.575969,90.0,90.0,90.0,ortho,Pnma,-3.917213722,0.03453046,4.3855,La,Ho,O
mp-770413,La1 Ho1 O3,6.085854,6.033146,8.510631507,89.85699993,90.0,90.0,mono,P2_1/c,-3.870543979,0.081200203,4.236,La,Ho,O
mp-1200097,La1 Ho1 S3,4.01058461,11.10123958,21.67602939,101.3099937,90.0,90.0,mono,P2_1/m,-2.461436819,0.0,0.7588,La,Ho,S
mp-1080184,La1 I1 O3,10.83855235,10.83855235,4.484834187,87.82126115,87.82126115,21.87010853,mono,C2/m,-2.260693369,0.098233926,0.7893,La,I,O
mp-11623,La1 In1 O3,5.73615203,5.95376221,8.25417615,90.0,90.0,90.0,ortho,Pnma,-2.928291701,0.006706452,2.7507,La,In,O
mp-1222954,La1 Lu1 C3,7.290215705,7.290215705,7.290215705,109.4712206,109.4712206,109.4712206,cubic,I2_13,-0.150317456,0.114051838,0.0,La,Lu,C
mp-22220,La1 Lu1 O3,5.78622784,5.97112351,8.32190561,90.0,90.0,90.0,ortho,Pnma,-3.988481201,0.011375044,4.4525,La,Lu,O
mp-1106374,La1 Lu1 S3,6.70515075,7.33021724,9.86327545,90.0,90.0,90.0,ortho,Pnma,-2.461562992,0.0,2.2322,La,Lu,S
mp-1184964,La1 Mg1 O3,3.945789,3.945789,3.945789,90.0,90.0,90.0,cubic,Pm-3m,-2.943346983,0.209941145,0.0,La,Mg,O
mp-1232327,La1 Mg1 S3,8.006753203,11.55862,7.958031464,90.0,129.2067296,90.0,mono,C2/m,-1.579605349,0.403210427,0.2009,La,Mg,S
mp-1232358,La1 Mg1 S3,6.996812,6.996811188,17.617833,90.0,90.0,120.0000038,trig,R-3,-1.635326852,0.347488924,0.0,La,Mg,S
mp-1238931,La1 Mg1 S3,7.083251954,7.083251954,4.995139842,82.43688943,82.43688943,106.7716649,mono,C2/m,-1.700805357,0.282010419,0.0,La,Mg,S
mp-1232143,La1 Mg1 Se3,7.36619708,7.36619708,6.817848913,76.79524257,76.79524257,113.9563207,mono,C2/m,-1.430920492,0.40255269,0.0,La,Mg,Se
mp-989554,La1 Mn1 N3,6.430161004,6.430161004,5.327197,90.0,90.0,143.3829383,ortho,Cmcm,-0.828551433,0.013571642,0.0,La,Mn,N
mp-989589,La1 Mn1 N3,5.907698464,5.907698464,7.03046776,61.8186417,61.8186417,41.23690212,mono,C2/m,-0.842123075,0.0,0.0,La,Mn,N
mp-1180700,La1 Mn1 O3,5.563543,5.565174,8.031702,90.0,90.0,90.0,ortho,Pnma,-2.967020409,0.168244392,1.1014,La,Mn,O
mp-1180932,La1 Mn1 O3,4.137008,5.807498,12.90489,90.0,90.0,90.0,ortho,Pnma,-2.504748675,0.630516126,0.5347,La,Mn,O
mp-1205375,La1 Mn1 O3,3.99551,5.564051655,5.565343655,90.05558971,89.99977197,90.00026298,tet,P4/mbm,-2.968048728,0.167216073,0.0,La,Mn,O
mp-1272373,La1 Mn1 O3,5.492280275,5.601657288,8.08411,90.00010077,90.00006675,89.96349915,ortho,Pnnm,-2.962402039,0.172862762,0.5803,La,Mn,O
mp-1272996,La1 Mn1 O3,5.550811001,5.714156002,7.882481,90.00002457,89.99990478,90.0028353,ortho,Pbam,-2.959823443,0.175441358,0.5975,La,Mn,O
mp-1273223,La1 Mn1 O3,3.939325,8.823933158,7.903473005,63.3907316,90.00055181,89.99925949,ortho,Cmmm,-2.899477352,0.235787449,0.0,La,Mn,O
mp-1273769,La1 Mn1 O3,6.847261829,6.847318954,6.8746787,70.42832012,69.53676264,108.220045,mono,C2/m,-2.959400331,0.17586447,0.0,La,Mn,O
mp-1278019,La1 Mn1 O3,5.574875833,5.574877953,8.826724432,71.5922722,71.59269584,89.99493466,tet,I4/mmm,-2.917636934,0.217627867,0.0,La,Mn,O
mp-1278230,La1 Mn1 O3,5.544864958,7.984852816,5.652318173,89.38115012,90.04509009,91.49769421,tri,P-1,-2.988675191,0.14658961,0.0,La,Mn,O
mp-1278738,La1 Mn1 O3,3.947522,5.568348565,5.568344323,90.01428969,89.99956836,90.00051385,tet,P4/mmm,-2.919669006,0.215595795,0.0,La,Mn,O
mp-1279320,La1 Mn1 O3,4.02144,7.889233527,7.822822964,89.61046359,89.99960279,89.99956265,tet,P4/m,-2.96404746,0.171217341,0.0,La,Mn,O
mp-1281528,La1 Mn1 O3,3.966672,11.07224004,5.69911702,89.99010164,90.00080843,89.99998969,ortho,Pmc2_1,-2.958365909,0.176898892,0.0716,La,Mn,O
mp-1283081,La1 Mn1 O3,5.582734739,5.581586269,5.582722011,60.00796122,89.97534049,119.9920556,cubic,Fm-3m,-2.910514833,0.224749968,0.6151,La,Mn,O
mp-17554,La1 Mn1 O3,5.87143,7.777420048,5.585996149,90.10098825,89.99992001,89.9998483,ortho,Pnma,-3.009731306,0.125533495,0.0,La,Mn,O
mp-19025,La1 Mn1 O3,3.94437,3.94437,3.94437,90.0,90.0,90.0,cubic,Pm-3m,-2.9288622,0.206402601,0.0,La,Mn,O
mp-19157,La1 Mn1 O3,5.477482623,5.546438072,5.546199786,60.0637409,59.73993498,59.73897774,mono,C2/c,-2.997132545,0.138132256,0.0,La,Mn,O
mp-19168,La1 Mn1 O3,5.563969612,5.563969432,5.563969695,61.04400996,61.04401257,61.04400385,trig,R-3c,-2.994589144,0.140675657,0.0,La,Mn,O
mp-557795,La1 Mn1 O3,5.971485316,5.433429093,10.413179,90.0,90.0,61.57895617,mono,P2_1/c,-2.664739528,0.470525273,1.4409,La,Mn,O
mp-566602,La1 Mn1 O3,10.474801,5.716901,6.227644206,62.94228853,90.0,90.0,mono,P2_1/c,-2.715198872,0.420065929,1.6926,La,Mn,O
mp-645158,La1 Mn1 O3,10.297857,5.674393,6.043189751,70.70900253,90.0,90.0,mono,P2_1/c,-2.713913719,0.421351082,0.9889,La,Mn,O
mp-989515,La1 Mo1 N3,3.898316,3.898316,4.65975,90.0,90.0,90.0,tet,P4mm,-1.07188264,0.041644898,0.0,La,Mo,N
mp-989534,La1 Mo1 N3,3.89039,5.83559,7.987789533,71.09462573,90.0,90.0,mono,P2_1/m,-1.090724972,0.022802566,1.2238,La,Mo,N
mp-989552,La1 Mo1 N3,5.740910484,5.740910484,5.740909642,59.84629482,59.84629482,59.84629786,trig,R3c,-1.084178514,0.029349024,1.1509,La,Mo,N
mp-989603,La1 Mo1 N3,7.703679827,7.703679827,3.96224662,90.0,90.0,136.1985766,ortho,Ama2,-1.09319149,0.020336049,0.8051,La,Mo,N
mp-989631,La1 Mo1 N3,7.386663758,7.386663758,6.302621913,77.01613387,77.01613387,85.99538973,mono,C2/c,-1.113527538,0.0,2.0751,La,Mo,N
mp-1201689,La1 Ni3 B1,9.603839721,9.603839721,7.160559,90.0,90.0,118.0176237,ortho,Cmcm,-0.438572296,0.003091422,0.0,La,B,Ni
mp-1203921,La1 Ni3 B1,9.64092516,9.64092516,7.130319,90.0,90.0,118.5685919,ortho,Cmcm,-0.441387422,0.000276296,0.0,La,B,Ni
mp-1205795,La1 Ni3 B1,5.955957335,5.955957335,5.955957335,131.3224446,107.0304009,92.68385703,ortho,Imma,-0.441663718,0.0,0.0,La,B,Ni
mp-1207245,La1 Ni1 Ge3,4.402065012,4.402063042,5.756151097,112.5015174,112.5016305,89.95103547,tet,I4mm,-0.628216674,0.0,0.0,La,Ni,Ge
mp-1075921,La1 Ni1 O3,3.856999,3.856999,3.856999,90.0,90.0,90.0,cubic,Pm-3m,-2.436526664,0.035178056,0.0,La,Ni,O
mp-1278441,La1 Ni1 O3,5.46805051,6.687176347,6.686765365,70.42143197,90.01808041,90.02295612,ortho,Cmmm,-2.428134476,0.043570244,0.0,La,Ni,O
mp-1284950,La1 Ni1 O3,5.433893398,7.718360475,5.556433748,89.90964166,90.12785684,91.57863494,tri,P-1,-2.451816146,0.019888574,0.356,La,Ni,O
mp-19339,La1 Ni1 O3,5.381489902,5.381490106,5.381483561,60.90056947,60.90059495,60.90047373,trig,R-3c,-2.47170472,0.0,0.0,La,Ni,O
mp-569538,La1 Ni1 Sb3,6.26613721,12.23154896,13.01603827,90.00099244,90.00034331,89.99935684,ortho,Pbcm,-0.764439334,0.0,0.0,La,Ni,Sb
mp-989564,La1 Os1 N3,3.950555,3.950555,3.950555,90.0,90.0,90.0,cubic,Pm-3m,-0.55917339,0.053189756,0.0,La,Os,N
mp-989588,La1 Os1 N3,5.570318313,5.570318313,5.570318546,60.29869774,60.29869774,60.29869398,trig,R-3c,-0.575558562,0.036804584,0.0,La,Os,N
mp-989607,La1 Os1 N3,5.574038,5.578766,7.920005,90.0,90.0,90.0,ortho,Pnma,-0.575023185,0.037339962,0.0,La,Os,N
mp-989621,La1 Os1 N3,3.6794681,5.6701609,6.71104745,90.00002693,90.00001056,89.99999994,ortho,Pmma,-0.612363146,0.0,0.0,La,Os,N
mp-989632,La1 Os1 N3,10.249577,4.843738,7.218384987,71.26044247,90.0,90.0,mono,P2_1/c,-0.591896226,0.02046692,0.0272,La,Os,N
mp-989641,La1 Os1 N3,4.766719,3.836983,7.408526216,82.88486302,90.0,90.0,mono,P2_1/m,-0.587464619,0.024898527,0.0,La,Os,N
mp-1017581,La1 Pd3 C1,4.384889,4.384889,4.384889,90.0,90.0,90.0,cubic,Pm-3m,-0.189429078,0.467590356,0.0,La,C,Pd
mp-16415,La1 Pd1 O3,5.619867201,5.91080386,7.823997522,90.00083176,90.00225173,89.99945815,ortho,Pnma,-2.362232831,0.0,0.0,La,Pd,O
mp-1017582,La1 Pt3 C1,4.406794,4.406794,4.406794,90.0,90.0,90.0,cubic,Pm-3m,-0.217939876,0.513300567,0.0,La,C,Pt
mp-1185084,La1 Pt1 O3,4.089271,4.089271,4.089271,90.0,90.0,90.0,cubic,Pm-3m,-2.015831274,0.425225818,0.0,La,Pt,O
mp-989581,La1 Re1 N3,5.577261499,5.577261499,5.577261327,60.28365003,60.28365003,60.28363382,trig,R-3c,-0.929144193,0.0,0.0,La,Re,N
mp-989602,La1 Re1 N3,3.95489279,3.95489279,3.95489279,90.0,90.0,90.0,cubic,Pm-3m,-0.922901401,0.006242792,0.0,La,Re,N
mp-989614,La1 Re1 N3,5.374654,7.063151,11.27883928,59.1872081,90.0,90.0,mono,P2_1/c,-0.886972159,0.042172034,1.4312,La,Re,N
mp-1206401,La1 Rh3 C1,4.266945,4.266945,4.266945,90.0,90.0,90.0,cubic,Pm-3m,-0.372588525,0.048086153,0.0,La,C,Rh
mp-5163,La1 Rh1 O3,5.50481427,5.76156261,7.90193892,90.0,90.0,90.0,ortho,Pnma,-2.545009926,0.0,0.594,La,Rh,O
mp-20472,La1 Ru1 O3,5.476499,5.913106,7.92462,90.0,90.0,90.0,ortho,Pnma,-2.560103778,0.044498394,0.0,La,Ru,O
mp-1211524,La1 Sb3 Pd1,6.41118279,12.55580916,13.13921043,90.00098618,89.99925372,90.0003308,ortho,Pbcm,-0.820828957,0.0,0.0,La,Pd,Sb
mp-1222966,La1 Sb1 Se3,4.118099,11.184008,12.255458,90.0,90.0,90.0,ortho,Pnma,-1.394275334,0.033330648,0.9761,La,Sb,Se
mp-1096800,La1 Sc1 O3,4.078908,4.078908,4.078908,90.0,90.0,90.0,cubic,Pm-3m,-3.746481555,0.204081823,2.8177,La,Sc,O
mp-31116,La1 Sc1 O3,5.68506091,5.80353077,8.10225831,90.0,90.0,90.0,ortho,Pnma,-3.950563378,0.0,3.8973,La,Sc,O
mp-1190131,La1 Sc1 S3,6.58114518,7.21722551,9.64897414,90.0,90.0,90.0,ortho,Pnma,-2.374062289,0.0,1.6446,La,Sc,S
mp-2914,La1 Si3 Ir1,4.287820485,4.287820148,5.794099692,111.7166125,111.7166039,90.00000711,tet,I4mm,-0.861072935,0.0,0.0,La,Ir,Si
mp-1069882,La1 Si3 Os1,5.838141198,5.838141198,5.838141198,136.9314778,136.9314778,62.5434963,tet,I4mm,-0.653720287,0.0,0.0,La,Os,Si
mp-1070124,La1 Si3 Rh1,5.784972992,5.784972992,5.784972992,136.6875476,136.6875476,62.91914798,tet,I4mm,-0.839988951,0.0,0.0,La,Rh,Si
mp-1069594,La1 Si3 Ru1,5.824062573,5.824062573,5.824062573,137.0380075,137.0380075,62.37957667,tet,I4mm,-0.677736739,0.0,0.0,La,Ru,Si
mp-541249,La1 Si1 As3,6.012619,6.132181,26.680201,90.0,90.0,90.0,ortho,Pna2_1,-0.793243731,0.011344865,0.0,La,Si,As
mp-648984,La1 Si1 As3,5.91850973,6.05022648,26.60154643,90.0,90.0,90.0,ortho,Pbca,-0.757370256,0.04721834,0.0,La,Si,As
mp-1232371,La1 Si1 P3,5.722235,5.80105,25.793792,90.0,90.0,90.0,ortho,Pbca,-0.769660309,0.092182144,0.0,La,Si,P
mp-1232374,La1 Si1 P3,5.78309152,5.98363527,25.53921043,90.0,90.0,90.0,ortho,Pna2_1,-0.861842453,0.0,0.5185,La,Si,P
mp-1206882,La1 Si1 Pt3,4.14265914,4.14265914,5.45411186,90.0,90.0,90.0,tet,P4mm,-1.19652086,0.0,0.0,La,Si,Pt
mp-778450,La1 Sm1 O3,6.030177,6.214502,8.731912,90.0,90.0,90.0,ortho,Pna2_1,-3.801280217,0.067660477,4.2879,La,Sm,O
mp-30756,La1 Sn3 Ru1,9.82742301,9.82745436,9.8274554,90.00003253,90.00005329,90.00001545,cubic,Pm-3n,-0.531184291,0.0,0.0,La,Ru,Sn
mp-1185122,La1 Sn1 O3,4.213459,4.213459,4.213459,90.0,90.0,90.0,cubic,Pm-3m,-2.447777261,0.525964737,0.0,La,Sn,O
mp-989620,La1 Ta1 N3,5.763247,7.116368,8.332836231,54.33877234,90.0,90.0,mono,P2_1/c,-1.420524511,0.037732602,0.6895,La,Ta,N
mp-1239192,La1 Ta1 O3,4.073013,4.073013,4.073013,90.0,90.0,90.0,cubic,Pm-3m,-3.129005053,0.33641021,0.0,La,Ta,O
mp-989406,La1 Tc1 N3,3.552912,5.708911,7.463624075,70.2914568,90.0,90.0,mono,P2/m,-0.798052575,0.040955397,0.0,La,Tc,N
mp-989593,La1 Tc1 N3,5.578939911,5.578939911,5.578940418,60.50393108,60.50393108,60.50392938,trig,R-3c,-0.805404482,0.033603491,0.0,La,Tc,N
mp-989619,La1 Tc1 N3,7.387449346,7.387449346,6.192098754,77.48969471,77.48969471,87.60435925,mono,C2/c,-0.839007972,0.0,0.0,La,Tc,N
mp-20085,La1 Ti1 Ge3,6.29781764,6.297816134,5.93978851,90.0,90.0,120.0000026,hex_,P6_3/mmc,-0.779733219,0.0,0.0,La,Ti,Ge
mp-22013,La1 Ti1 O3,5.56856,5.673297,7.938288,90.0,90.0,90.0,ortho,Pnma,-3.63968583,0.025448955,0.0,La,Ti,O
mp-8020,La1 Ti1 O3,3.958938,3.958938,3.958938,90.0,90.0,90.0,cubic,Pm-3m,-3.597550533,0.067584252,0.0,La,Ti,O
mp-1211414,La1 Ti1 S3,3.779885,8.058379,13.248556,90.0,90.0,90.0,ortho,Pnma,-2.075832747,0.023615841,0.0,La,Ti,S
mp-29257,La1 Tl1 O3,3.751911909,3.751911909,13.027912,90.0,90.0,119.9999984,hex_,P6_3mc,-2.331392622,0.156790492,0.3497,La,Tl,O
mp-13374,La1 Tm1 O3,5.85709,6.051442,8.468151,90.0,90.0,90.0,ortho,Pnma,-3.961617086,0.021383826,4.414,La,Tm,O
mp-1199053,La1 Tm1 S3,3.9932477,11.05744785,21.55754485,78.6886192,90.0,90.0,mono,P2_1/m,-2.458534196,0.0,0.7541,La,Tm,S
mp-556841,La1 Tm1 S3,3.98277579,16.39311766,21.37012333,90.0,90.0,90.0,ortho,Pnma,-2.433213842,0.025320355,1.1335,La,Tm,S
mp-1078802,La1 V1 Ge3,6.260616776,6.260616776,5.67791287,90.0,90.0,120.0000025,hex_,P6_3/mmc,-0.57231735,0.0,0.0,La,V,Ge
mp-989403,La1 V1 N3,3.629583,6.02494145,6.328775638,106.9625173,96.41196281,90.8380304,tri,P1,-1.290092623,0.034311582,0.5744,La,V,N
mp-19053,La1 V1 O3,3.950068,3.950068,3.950068,90.0,90.0,90.0,cubic,Pm-3m,-3.102043064,0.177259387,0.0,La,V,O
mp-19350,La1 V1 O3,5.62405784,7.706708683,5.571443663,90.01129201,90.00250722,89.83997778,ortho,Pnma,-3.279302451,0.0,0.0,La,V,O
mp-1211380,La1 V1 S3,3.837115,7.806454,13.233138,90.0,90.0,90.0,ortho,Pnma,-1.853140658,0.05065281,0.0,La,V,S
mp-1211432,La1 V1 Sb3,6.151936,6.315591,13.425593,90.0,90.0,90.0,ortho,Pbcm,-0.6789745,0.004676138,0.0,La,V,Sb
mp-989455,La1 W1 N3,5.644393672,5.644393672,5.64439342,60.62105804,60.62105804,60.62105723,trig,R-3c,-1.210190513,0.034093131,0.0,La,W,N
mp-989497,La1 W1 N3,3.92323858,3.92323858,4.35371765,90.0,90.0,90.0,tet,P4mm,-1.224590378,0.019693266,0.0,La,W,N
mp-989524,La1 W1 N3,5.685491361,5.685491361,5.685491077,60.01458804,60.01458804,60.0145853,trig,R3c,-1.244283644,0.0,1.2096,La,W,N
mp-989601,La1 W1 N3,4.047465765,4.047465765,4.047466475,89.57171754,89.57171754,89.57172064,trig,R3m,-1.220954496,0.023329148,0.7064,La,W,N
mp-989626,La1 W1 N3,5.784456747,5.784456747,3.95800923,90.0,90.0,94.6747204,ortho,Amm2,-1.228832279,0.015451365,0.0,La,W,N
mp-989630,La1 W1 N3,5.654693,5.692628,8.00222,90.0,90.0,90.0,ortho,Pnma,-1.213674321,0.030609324,0.0,La,W,N
mp-989633,La1 W1 N3,7.433985812,7.433846762,6.348757924,76.7395911,76.73688854,85.96467674,mono,C2/c,-1.206993035,0.03729061,2.3862,La,W,N
mp-989646,La1 W1 N3,3.88455453,5.851470092,7.958095272,70.58530128,90.0,90.0,mono,P2_1/m,-1.194919717,0.049363927,1.7118,La,W,N
mp-989699,La1 W1 N3,4.656111762,4.656111762,3.292368,90.0,90.0,119.9999966,mono,Cm,1.20184442,2.446128064,0.0,La,W,N
mp-1222904,La1 Y1 C3,7.401054833,7.401054833,7.401054833,109.4712206,109.4712206,109.4712206,cubic,I2_13,-0.17304143,0.05385678,0.0,La,Y,C
mp-10429,La1 Y1 O3,5.915933,6.123557,8.610897,90.0,90.0,90.0,ortho,Pnma,-3.874982482,0.03991794,4.3416,La,Y,O
mp-1200447,La1 Y1 S3,4.02574354,11.13395924,21.76026455,78.71040024,90.0,90.0,mono,P2_1/m,-2.46285816,0.0,0.7898,La,Y,S
mp-1184965,La1 Zn1 O3,3.9281,3.9281,3.9281,90.0,90.0,90.0,cubic,Pm-3m,-2.522841184,0.131482921,0.0,La,Zn,O
mp-1185065,La1 Zr1 O3,4.193758,4.193758,4.193758,90.0,90.0,90.0,cubic,Pm-3m,-3.428166948,0.287102487,0.0,La,Zr,O
mp-28593,Li3 Br1 O1,3.948643,3.948643,3.948643,90.0,90.0,90.0,cubic,Pm-3m,-1.934252582,0.03706398,4.2775,Br,O,Li
mp-985585,Li3 Cl1 O1,3.908337,3.908337,3.908337,90.0,90.0,90.0,cubic,Pm-3m,-2.064160625,0.029024843,4.9291,Cl,O,Li
mp-1185297,Li1 Ac1 O3,3.919444,3.919444,3.919444,90.0,90.0,90.0,cubic,Pm-3m,-2.407406714,0.129256687,0.0,Li,Ac,O
mp-1398557,Li1 Ag1 F3,5.425231,5.465485534,5.704324863,116.485334,85.85288742,118.0016143,tri,P-1,-1.141374717,0.922600741,0.2067,Li,Ag,F
mp-752605,Li1 Ag1 F3,6.797884998,6.797884998,6.060563828,87.76999929,87.76999929,87.05385101,mono,C2/c,-2.012926891,0.051048567,0.3228,Li,Ag,F
mp-752699,Li1 Ag1 F3,6.536792634,6.536792634,3.203465,90.0,90.0,106.0458693,ortho,Cmmm,-2.014750731,0.049224727,0.0,Li,Ag,F
mp-752837,Li1 Ag1 F3,5.494201721,5.64040248,8.381144233,90.09754484,92.56637796,89.77959479,mono,P2_1/c,-2.013782762,0.050192696,0.0,Li,Ag,F
mp-756821,Li1 Ag1 F3,5.619964,5.270943,9.71852463,57.66862524,90.0,90.0,mono,P2_1/c,-1.991131892,0.072843566,0.0885,Li,Ag,F
mp-757915,Li1 Ag1 F3,5.425231149,5.704325286,5.465485894,63.51467304,61.99838419,85.85289361,tri,P-1,-1.99276249,0.071212968,0.3374,Li,Ag,F
mp-759066,Li1 Ag1 F3,5.940808082,5.940808082,5.940807948,54.794196,54.794196,54.79420784,trig,R3c,-2.004062054,0.059913404,0.0,Li,Ag,F
mp-760151,Li1 Ag1 F3,5.431358862,5.431358862,15.230729,90.0,90.0,120.0000105,hex_,P6_122,-2.007683559,0.056291899,0.2356,Li,Ag,F
mp-1185313,Li1 Al1 O3,3.709189,3.709189,3.709189,90.0,90.0,90.0,cubic,Pm-3m,-2.104722442,0.375126218,0.0,Li,Al,O
mp-559767,Li1 As1 O3,5.220009522,6.847584682,6.847585503,84.99740085,75.4108094,75.41081511,mono,C2/c,-1.948859709,0.035774917,2.9408,Li,As,O
mp-9657,Li1 As1 O3,5.462122369,5.462123678,5.462122762,52.3011792,52.30117693,52.3011727,trig,R-3,-1.984634626,0.0,3.3858,Li,As,O
mp-1185302,Li1 B1 O3,3.307567,3.307567,3.307567,90.0,90.0,90.0,cubic,Pm-3m,-1.239189487,0.966926561,0.0,Li,B,O
mp-28613,Li1 B1 Pt3,9.28120286,9.281202267,2.77546394,90.0,90.0,120.0000021,hex_,P-62m,-0.565376087,0.0,0.0,Li,B,Pt
mp-1079676,Li1 Be1 H3,4.967656928,4.967656928,5.140391182,80.94843897,80.94843897,46.20768972,mono,C2,-0.321556443,0.007902648,4.6523,Li,Be,H
mp-24342,Li1 Be1 H3,4.394895,4.517409,6.276607,90.0,90.0,90.0,ortho,Pnma,-0.223210804,0.106248287,2.7052,Li,Be,H
mp-24817,Li1 Be1 H3,6.012145482,6.142083002,6.783220281,104.0083014,97.22708647,90.37219757,tri,P-1,-0.32742319,0.002035902,4.8947,Li,Be,H
mp-24818,Li1 Be1 H3,4.699526,6.177876608,6.511961852,96.63601795,100.2255236,106.8543587,tri,P-1,-0.324170495,0.005288596,4.9681,Li,Be,H
mp-570218,Li1 Be1 H3,6.15836315,6.029295393,13.1850479,82.38848833,90.0,90.0,mono,P2_1/c,-0.327462007,0.001997084,4.9184,Li,Be,H
mp-977148,Li1 Be1 H3,5.866831667,5.866831667,8.322584,90.0,90.0,120.224482,ortho,Cmcm,-0.322479473,0.006979619,4.4673,Li,Be,H
mp-977298,Li1 Be1 H3,5.911691491,5.911691491,4.692281152,76.01843499,76.01843499,85.26266512,mono,C2/c,-0.312145658,0.017313433,4.5932,Li,Be,H
mp-982975,Li1 Be1 O3,3.507241,3.507241,3.507241,90.0,90.0,90.0,cubic,Pm-3m,-1.346609251,0.570123488,0.0,Li,Be,O
mp-29077,Li1 Bi1 O3,4.94691395,8.88109117,10.77666513,90.0,90.0,90.0,ortho,Pccn,-1.635298933,0.0,0.1443,Li,Bi,O
mp-1197831,Li1 Br1 O3,7.006457,7.012956,12.617017,90.0,90.0,90.0,ortho,Pbca,-0.523262081,0.253321242,0.0,Li,Br,O
mp-1079781,Li1 Ca1 Al3,6.933798682,6.933798682,5.243784,90.0,90.0,120.0000065,hex_,P6_3/m,0.175401562,0.4720191,0.0,Li,Ca,Al
mp-1017626,Li1 Ca1 F3,3.761244,3.761244,3.761244,90.0,90.0,90.0,cubic,Pm-3m,-3.622915532,0.187439322,6.5153,Li,Ca,F
mp-1079935,Li1 Ca1 H3,5.119740479,5.119740479,5.119739575,61.18455606,61.18455606,61.18455605,trig,R-3c,-0.574393054,0.021480728,2.5547,Li,Ca,H
mp-975333,Li1 Ca1 O3,3.77971,3.77971,3.77971,90.0,90.0,90.0,cubic,Pm-3m,-1.64956767,0.348430505,0.0,Li,Ca,O
mp-1185203,Li1 Cd1 O3,3.761737,3.761737,3.761737,90.0,90.0,90.0,cubic,Pm-3m,-0.675997922,0.538053035,0.0,Li,Cd,O
mp-973613,Li1 Ce1 O3,3.68336,3.68336,3.68336,90.0,90.0,90.0,cubic,Pm-3m,-2.54526026,0.471113553,0.0,Li,Ce,O
mp-759500,Li1 Co1 F3,5.122774174,5.119782161,7.56879515,89.54726029,90.24117511,120.1723153,tri,P1,-2.58433139,0.088006856,2.833,Li,Co,F
mp-764370,Li1 Co1 F3,5.133697235,5.133697235,7.547379,90.0,90.0,119.9999901,trig,P3,-2.58365667,0.088681576,3.0432,Li,Co,F
mp-1185311,Li1 Cr1 O3,3.678979,3.678979,3.678979,90.0,90.0,90.0,cubic,Pm-3m,-1.666735624,0.409366555,0.0,Li,Cr,O
mp-752701,Li1 Cu1 F3,5.174564,5.283253897,7.918842472,88.59963804,87.06488842,85.81429906,tri,P-1,-2.3480508,0.017969336,0.1548,Li,Cu,F
mp-753405,Li1 Cu1 F3,9.65586736,3.206197454,7.503504336,74.43748308,90.0,90.0,mono,P2_1/c,-2.33409393,0.031926206,0.5237,Li,Cu,F
mp-758052,Li1 Cu1 F3,5.435852857,5.435852857,5.435851728,55.12123596,55.12123596,55.12123193,trig,R3c,-2.326448652,0.039571484,0.0,Li,Cu,F
mp-760814,Li1 Cu1 F3,5.091637699,5.091637699,8.761179,90.0,90.0,93.22139186,ortho,Amm2,-2.293432298,0.072587838,0.0,Li,Cu,F
mp-761262,Li1 Cu1 F3,4.999326,5.264514478,8.600587986,89.96622443,89.73426473,89.97557767,tri,P1,-2.336533139,0.029486997,0.4097,Li,Cu,F
mp-761897,Li1 Cu1 F3,5.056906814,5.056906814,14.611702,90.0,90.0,120.0000106,hex_,P6_122,-2.324622611,0.041397524,0.7299,Li,Cu,F
mp-1185308,Li1 Dy1 O3,3.674686,3.674686,3.674686,90.0,90.0,90.0,cubic,Pm-3m,-2.257823718,0.412528428,0.0,Li,Dy,O
mp-1185310,Li1 Er1 O3,3.655435,3.655435,3.655435,90.0,90.0,90.0,cubic,Pm-3m,-2.235956588,0.460419717,0.0,Li,Er,O
mp-541365,Li1 Eu1 H3,3.71667895,3.71671165,3.71667895,90.0,90.0,90.0,cubic,Pm-3m,-0.622832676,0.0,0.0,Li,Eu,H
mp-1185344,Li1 Eu1 O3,3.763456,3.763456,3.763456,90.0,90.0,90.0,cubic,Pm-3m,-1.989367385,0.40104815,0.0,Li,Eu,O
mp-1097043,Li1 Fe1 F3,5.590433933,5.590433933,5.590433933,119.2797474,119.2797474,91.25210787,tet,I4/mcm,-2.643744454,0.177927555,2.7983,Li,Fe,F
